id;text;category;left;right
dyl046;Wolisz jeść tylko potrawy o jednej barwie czy o jednej konsystencji?;Dylematy;JEDNA BARWA;JEDNA KONSYSTENCJA
dyl047;Wolisz jeść tylko jedną potrawę przez resztę życia czy nigdy nie jeść swojego ulubionego dania?;Dylematy;JEDNA POTRAWA;NIGDY ULUBIONA
dyl048;Wolisz mieć zawsze idealnie posprzątany pokój czy idealnie ułożoną garderobę?;Dylematy;POKÓJ;GARDEROBA
dyl049;Wolałbyś codziennie budzić się w nowym mieście czy zawsze w tym samym miejscu?;Dylematy;NOWE MIASTO;JEDNO MIEJSCE
dyl050;Wolałbyś być mistrzem gier komputerowych czy sportów drużynowych?;Dylematy;GRY KOMPUTEROWE;SPORTY ZESPOŁOWE
dyl051;Wolałbyś przez cały dzień mówić szeptem czy krzyczeć?;Dylematy;MÓWIĆ SZEPTEM;KRZYCZEĆ
dyl052;Wolałbyś mieć zdolność rozmawiania z roślinami czy z przedmiotami?;Dylematy;Z ROŚLINAMI;Z PRZEDMIOTAMI
dyl053;Wolisz codziennie jeść pizzę czy burgery przez miesiąc?;Dylematy;PIZZA;BURGER
fun001;Czy Twoje oczy czasem otwierają się wcześniej niż reszta ciała?;Śmieszne;NIE;TAK
fun002;Czy zdarza ci się upuścić coś na stopę dokładnie wtedy, gdy jesteś boso?;Śmieszne;NIE;TAK
fun003;Czy Twój umysł czasem idzie na wakacje, gdy ktoś coś tłumaczy?;Śmieszne;NIE;TAK
fun004;Zdarza ci się zapomnieć, że masz okulary na nosie i wszędzie ich szukać?;Śmieszne;NIE;TAK
fun005;Czy do snu robisz z siebie burrito zawijając się w koc lub kołdrę?;Śmieszne;NIE;TAK
fun006;Zdarza Ci się zapomnieć, że już umyłeś zęby i zrobić to jeszcze raz?;Śmieszne;NIE;TAK
fun007;Czy lubisz śpiewać pod prysznicem, nawet jeśli nie znasz słów?;Śmieszne;NIE;TAK
fun008;Czy zdarza Ci się zaczynać rozmowę i nagle zapomnieć, o czym chciałeś powiedzieć?;Śmieszne;NIE;TAK
fun009;Czy potrafisz zapomnieć, dlaczego wszedłeś do innego pokoju?;Śmieszne;NIE;TAK
fun010;Czy potrafisz zjeść całą paczkę chipsów i udawać, że to nic takiego?;Śmieszne;NIE;TAK
fun011;Czy zdarza Ci się kliknąć 'odśwież' szybciej, niż strona ma szansę się załadować?;Śmieszne;NIE;TAK
fun012;Czy potrafisz zgubić się we własnym domu, idąc po coś w nocy?;Śmieszne;NIE;TAK
fun013;Czy zdarza Ci się znaleźć coś, czego szukałeś dopiero wtedy, gdy już się poddasz?;Śmieszne;NIE;TAK
fun014;Czy Twoja ulubiona pora dnia to ta, kiedy nikt Cię nie widzi?;Śmieszne;NIE;TAK
fun015;Czy zdarza Ci się ubrać coś na lewą stronę i zorientować się dopiero wieczorem?;Śmieszne;NIE;TAK
fun016;Czy masz wrażenie, że Twój komputer działa wolniej, kiedy ktoś na Ciebie patrzy?;Śmieszne;NIE;TAK
fun017;Czy zdarza ci się zgubić coś, co trzymasz w ręce?;Śmieszne;NIE;TAK
fun018;Czy Twoja lodówka bywa otwierana bez powodu (tak po prostu)?;Śmieszne;NIE;TAK
fun019;Czy potrafisz przez przypadek kliknąć „wyślij”, zanim skończysz pisać wiadomość?;Śmieszne;NIE;TAK
fun020;Czy zdarza Ci się być pewnym, że coś gdzieś położyłeś, a potem okazuje się, że masz to w ręce?;Śmieszne;NIE;TAK
fun021;Czy zdarza Ci się śmiać w zupełnie nieodpowiednich momentach?;Śmieszne;NIE;TAK
fun022;Czy Twoje zwierzęta czasem patrzą na Ciebie, jakbyś był dziwny?;Śmieszne;NIE;TAK
fun023;Czy zdarza Ci się zjeść coś bardzo ostrego i potem udawać, że nic się nie dzieje?;Śmieszne;NIE;TAK
fun024;Czy Twoje ręce czasem nie wiedzą, co robią – np. wylewając sok na klawiaturę?;Śmieszne;NIE;TAK
fun025;Czy Twoje rozmowy w windzie trwają wieki, mimo że jadą dwa piętra?;Śmieszne;NIE;TAK
fun026;Czy zdarza Ci się śmiać z czegoś, czego nikt inny nie rozumie?;Śmieszne;NIE;TAK
fun027;Czy Twoje ręce czasem same coś przewracają i patrzysz na nie z niedowierzaniem?;Śmieszne;NIE;TAK
fun028;Czy zdarza Ci się mylić dni tygodnia?;Śmieszne;NIE;TAK
fun029;Czy zdarza Ci się robić zakupy z pustym brzuchem?;Śmieszne;NIE;TAK
fun030;Czy zdarza Ci się myśleć, że lodówka to najlepszy przyjaciel?;Śmieszne;NIE;TAK
fun031;Czy Twoja ulubiona czynność to przekładanie rzeczy z miejsca na miejsce bez powodu?;Śmieszne;NIE;TAK
fun032;Czy zdarza Ci się mówić 'gdzie mój telefon?!' – trzymając go w ręce?;Śmieszne;NIE;TAK
fun033;Czy Twój śmiech rozśmiesza innych bardziej niż żart?;Śmieszne;NIE;TAK
fun034;Czy potrafisz wyobrazić sobie życie bez kawy?;Śmieszne;NIE MA SZANS;NA LUZIE
fun035;Czy Twoje myśli odpływają w kosmos, gdy ktoś coś tłumaczy?;Śmieszne;ZAWSZE MYŚLĘ O CZYMŚ INNYM;ZAWSZE SŁUCHAM UWAŻNIE
fun036;Jak często udajesz, że rozumiesz, o czym ktoś mówi?;Śmieszne;NIGDY;ZAWSZE
fun037;Czy zdarza Ci się włączyć czajnik, zapomnieć o nim i zrobić to jeszcze raz?;Śmieszne;NIGDY;CZĘSTO
fun038;Czy zdarza Ci się odebrać telefon i zapomnieć, kto dzwonił, zanim się przedstawi?;Śmieszne;NIE;TAK
fun039;Czy Twój mózg czasem robi przerwę bez pytania?;Śmieszne;WŁAŚNIE MA PRZERWĘ;MÓZG DZIAŁA SPRAWNIE
fun040;Czy zdarza Ci się wciskać 'drzemkę' tyle razy, że spóźniasz się wszędzie?;Śmieszne;NIE;TAK
fun041;Czy masz talent do rozlewania napojów w najbardziej nieodpowiednich momentach?;Śmieszne;NIE;TAK
fun042;Czy rozmawiasz czasami ze sprzętami domowymi?;Śmieszne;NIE;TAK
fun043;Czy zdarza Ci się myśleć o jedzeniu już 5 minut po zjedzeniu obiadu?;Śmieszne;NIE;TAK
fun044;Czy potrafisz przez pomyłkę polubić stary post z 2013 roku?;Śmieszne;NIE;TAK
fun045;Czy Twoje zdjęcie w dowodzie wygląda jakbyś był poszukiwany?;Śmieszne;NIE;TAK
fun046;Czy śpiewasz nawet jeśli nie znasz tekstu piosenki?;Śmieszne;TYLKO KIEDY ZNAM TEKST;ŚPIEWAM TAK CZY INACZEJ
fun047;Czy potrafisz udawać powagę, gdy coś jest naprawdę głupie?;Śmieszne;NIE;TAK
fun048;Czy zdarza Ci się powiedzieć 'dzień dobry' o 22:00?;Śmieszne;NIE;TAK
fun049;Czy masz talent do zapominania, gdzie zostawiłeś klucze?;Śmieszne;NIE;TAK
fun050;Czy zdarza Ci się zacząć coś robić i zapomnieć, po co to robiłeś?;Śmieszne;NIE;TAK
fun051;Czy jesteś specjalistą od przewracania się o nic?;Śmieszne;NIE;TAK
fun052;Czy zdarza Ci się przypadkowo włączyć mikrofon w złych momentach?;Śmieszne;NIE;TAK
fun053;Czy Twój pies lub kot czasem patrzy na Ciebie jak na dziwaka?;Śmieszne;NIE;TAK
fun054;Czy Twój zegar biologiczny żyje własnym życiem?;Śmieszne;NIE;TAK
fun055;Czy zdarza Ci się kichnąć tak mocno, że wystraszysz nawet siebie?;Śmieszne;NIE;TAK
fun056;Czy zdarza Ci się przypadkiem zadzwonić do kogoś, klikając coś w kieszeni?;Śmieszne;NIE;TAK
fun057;Czy Twoje reakcje przypominają memy?;Śmieszne;NIE;TAK
fun058;Czy zdarza Ci się mówić do siebie i udawać, że ktoś Ci odpowiada?;Śmieszne;NIE;TAK
fun059;Czy zdarza Ci się mówić do zwierząt, jak do ludzi?;Śmieszne;NIE;TAK
fun060;Czy Twoje sny czasem są tak dziwne, że boisz się o własny mózg?;Śmieszne;NIE;TAK
fun061;Czy zdarza Ci się napisać wiadomość i zapomnieć ją wysłać?;Śmieszne;NIE;TAK
fun062;Czy masz na swoim telefonie taki bałagan, że szukasz aplikacji godzinami?;Śmieszne;NIE;TAK
fun063;Czy czasami zapominasz, co chciałeś kupić zaraz po wejściu do sklepu?;Śmieszne;NIE;TAK
fun064;Czy potrafisz zapomnieć, co robiłeś dosłownie kilka sekund temu?;Śmieszne;NIE;TAK
fun065;Czy zdarza Ci się tak mocno skupić na grze, że zapominasz o całym świecie?;Śmieszne;NIE;TAK
fun066;Czy czasem mówisz coś głośno, a potem zastanawiasz się, czy ktoś to usłyszał?;Śmieszne;NIGDY;CZĘSTO
fun067;Czy potrafisz zgubić się w sklepie, który znasz od lat?;Śmieszne;NIE;TAK
fun068;Czy Twoja poduszka często wygląda bardziej kusząco niż cały dzień obowiązków?;Śmieszne;NIE;TAK
fun069;Jak dobrze potrafisz naśladować dźwięki zwierząt?;Śmieszne;SŁABO;DOBRZE
fun070;Jak często zdarza Ci się machać komuś, kto wcale nie machał do Ciebie?;Śmieszne;RZADKO;CZĘSTO
luz001;Czy kiedykolwiek próbowałeś telepatycznie przyciągnąć autobus?;Luźne;NIE;TAK
luz002;Czy zdarza Ci się zasnąć podczas oglądania filmu, który sam wybrałeś?;Luźne;NIE;TAK
luz003;Czy umiesz przewidzieć pogodę patrząc przez okno?;Luźne;NIE;TAK
luz004;Czy potrafisz prowadzić logiczną rozmowę tuż po obudzeniu?;Luźne;NIE;TAK
luz005;Czy zdarza Ci się zjeść coś z podłogi?;Luźne;NIE;TAK
luz006;Czy jesteś w stanie zapamiętać trzy rzeczy, jedynie kiedy zapiszesz je w pięciu miejscach?;Luźne;NIE;TAK
luz007;Czy rozważyłbyś zamieszkanie w Ikei?;Luźne;NIE;TAK
luz008;Czy masz nawyk tworzenia playlist na każdą możliwą okazję?;Luźne;NIE;TAK
luz009;Czy zdarza Ci się zapomnieć, po co wszedłeś do pokoju?;Luźne;NIE;TAK
luz010;Czy potrafisz bez skrępowania tańczyć sam w pokoju?;Luźne;NIE;TAK
luz011;Czy jesteś w stanie wytrzymać dzień bez użycia Internetu?;Luźne;NIE;TAK
luz012;Czy byłbyś dobrym prowadzącym teleturniej?;Luźne;NIE;TAK
luz013;Czy uważasz, że masz talent aktorski?;Luźne;NIE;TAK
luz014;Czy zdarza ci się zasnąć w dziwnych miejscach?;Luźne;NIE;TAK
luz015;Czy chciałbyś pracować jako tester łóżek?;Luźne;NIE;TAK
luz016;Czy kiedy coś porządkujesz, kończy się to wspominkami?;Luźne;NIE;TAK
luz017;Czy masz specjalną „pozycję do scrollowania telefonu”?;Luźne;NIE;TAK
luz018;Czy masz na sumieniu coś dziwnego z dzieciństwa?;Luźne;NIE;TAK
luz019;Czy lubisz robić notatki, których nigdy nie czytasz?;Luźne;NIE;TAK
luz020;Czy w dzieciństwie próbowałeś używać siły woli jak Jedi?;Luźne;NIE;TAK
luz021;Czy traktujesz poważnie quizy typu „Którą pizzą jesteś?”?;Luźne;NIE;TAK
luz022;Czy miałeś kiedyś wymyślonego przyjaciela?;Luźne;NIE;TAK
luz023;Czy chciałeś być bohaterem kreskówki?;Luźne;NIE;TAK
luz024;Czy byłbyś w stanie wygrać zawody w robieniu najbardziej absurdalnej miny?;Luźne;NIE;TAK
luz025;Czy często nadajesz imiona przedmiotom w swoim domu?;Luźne;NIE;TAK
luz026;Czy kiedyś uczyłeś się czegoś tylko po to, żeby zaimponować komuś?;Luźne;NIE;TAK
luz027;Zdarza Ci się planować rzeczy, których i tak nigdy nie zrealizujesz?;Luźne;RZADKO;CZĘSTO
luz028;Czy potrafisz wytrzymać cały dzień bez narzekania?;Luźne;NIE;TAK
luz029;Czy Twoje sny czasem mają więcej sensu niż rzeczywistość?;Luźne;NIE UWAŻAM TAK;CZĘSTO TAK JEST
luz030;Czy masz w sobie coś z leniwca... nawet gdy próbujesz być produktywny?;Luźne;NIE;TAK
luz031;Czy potrafisz wyjść z domu i sprawdzać trzy razy, czy masz klucze?;Luźne;RAZ WYSTARCZY;NAWET 4 RAZY
luz032;Czy zdarza Ci się rozmawiać z psem lub kotem jak z człowiekiem?;Luźne;NIE;TAK
luz033;Czy zdarza Ci się coś zepsuć i udawać, że to nie Ty?;Luźne;NIE;NIEEE… 🤫
luz034;Zdarza Ci się włączyć film i zasnąć przed końcem czołówki?;Luźne;NIE;TAK
luz035;Potrafisz zrobić obiad z tego, co akurat masz w lodówce, czy musisz zawsze pójść na zakupy?;Luźne;OBIAD Z TEGO CO JEST;ZAKUPY ZA KAŻDYM RAZEM
luz036;Czy lubisz rozwiązywać quizy, które niczego nie wnoszą?;Luźne;NIE;TAK
luz037;Czy często gubisz rzeczy, które trzymasz w ręce?;Luźne;RZADKO;CZĘSTO
luz038;Czy często śpiewasz w samochodzie?;Luźne;NIGDY;ZAWSZE
luz039;Czy lubisz sprawdzać lodówkę bez zamiaru wyjmowania czegokolwiek?;Luźne;NIE;TAK
luz040;Czy zdarza Ci się mówić „zaraz wracam” i wrócić za godzinę?;Luźne;NIE;TAK
luz041;Czy zdarza Ci się rozmawiać z roślinami w mieszkaniu?;Luźne;NIE;TAK
luz042;Czy chciałbyś mieszkać w domku na drzewie?;Luźne;NIE;TAK
luz043;Czy czasem udajesz, że kogoś nie widzisz, żeby z nim nie rozmawiać?;Luźne;NIE;TAK
luz044;Jak dziwna była najdziwniejsza rzecz, którą kolekcjonowałeś?;Luźne;NORMALNA;BARDZO DZIWNA
luz045;Czy zdarza Ci się zniknąć z imprezy bez pożegnania?;Luźne;NIE;TAK
luz046;Czy często gubisz się w myślach podczas najprostszych zadań?;Luźne;NIE;TAK
luz047;Czy byłbyś w stanie zamieszkać w małym domku na wsi bez technologii?;Luźne;NIE;TAK
luz048;Czy masz czasami poważną rozmowę z lustrem?;Luźne;NIE;TAK
luz049;Czy zdarza Ci się myśleć intensywnie o jednej rzeczy i zapomnieć o niej po minucie?;Luźne;NIE;TAK
luz050;Jak dobrym detektywem byś był?;Luźne;BARDZO SŁABYM;BARDZO DOBRYM
luz051;Jak trudne byłoby dla ciebie przeżycie tygodnia bez internetu?;Luźne;BANALNE;NIEMOŻLIWE
luz052;Czy myślisz, że poradziłbyś sobie w średniowieczu?;Luźne;NIE;TAK
luz053;Zdarza Ci się zgubić w miejscu, które dobrze znasz?;Luźne;RZADKO;CZĘSTO
luz054;Czy jesteś w stanie wstać rano bez włączania 5 drzemek?;Luźne;NIE;TAK
luz055;Czy myślisz o sobie jako o głównym bohaterze życia?;Luźne;NIE;TAK
pik001;Czy Twoje życie intymne to dla Ciebie luźny temat?;Pikantne;NIE;TAK
pik002;Czy inicjujesz zbliżenia częściej niż Twój partner?;Pikantne;NIE;TAK
pik003;Czy wolisz prowadzić czy być prowadzonym w sytuacjach intymnych?;Pikantne;PROWADZIĆ;BYĆ PROWADZONYM
pik004;Czy często fantazjujesz o osobach, które znasz?;Pikantne;NIE;TAK
pik005;Czy lubisz zmieniać dynamikę w łóżku — raz być aktywnym, a raz pasywnym?;Pikantne;NIE;TAK
pik006;Czy jesteś otwarty na dzielenie się swoimi fantazjami w trakcie zbliżenia?;Pikantne;NIE;TAK
pik007;Jesteś osobą bardziej zmysłową czy impulsywną?;Pikantne;ZMYSŁOWĄ;IMPULSYWNĄ
pik008;Twoje fantazje bywają bardziej emocjonalne czy fizyczne?;Pikantne;NIE;TAK
pik009;Czy przywiązanie emocjonalne wpływa na Twoją odwagę w łóżku?;Pikantne;NIE;TAK
pik010;Czy lubisz przełamywać rutynę w sypialni?;Pikantne;NIE;TAK
pik011;Czy mówisz partnerowi o swoich fantazjach?;Pikantne;NIE;TAK
pik012;Więcej przyjemności czerpiesz z dawania czy z otrzymywania?;Pikantne;Z DAWANIA;Z OTRZYMYWANIA
pik013;Czy Twoje podejście do seksu zmienia się w zależności od emocji?;Pikantne;NIE;TAK
pik014;Czy kiedykolwiek czułeś pociąg do kogoś zupełnie „niedozwolonego”?;Pikantne;NIE;TAK
pik015;Czy lubisz być zaskakiwany w sypialni?;Pikantne;NIE;TAK
pik016;Czy potrafisz szczerze powiedzieć partnerowi, co Ci się podoba?;Pikantne;NIE;TAK
pik017;Czy jesteś otwarty na zmysłowe gry i zabawy?;Pikantne;NIE;TAK
pik018;Czy lubisz zmysłowe niespodzianki?;Pikantne;NIE;TAK
pik019;Czy lubisz rozmowy o seksie?;Pikantne;NIE;TAK
pik020;Czy lubisz pikantne żarty i aluzje w rozmowie?;Pikantne;NIE;TAK
pik021;Czy lubisz zaskakiwać partnera czymś pikantnym?;Pikantne;NIE;TAK
pik022;Czy czujesz się swobodnie mówiąc „nie” nawet w intymnej sytuacji?;Pikantne;NIE;TAK
pik023;Czy cisza w zbliżeniu jest dla Ciebie bardziej zmysłowa niż słowa?;Pikantne;NIE;TAK
pik024;Czy lubisz przesyłać pikantne wiadomości?;Pikantne;NIE;TAK
pik025;Czy czujesz się komfortowo przejmując pełną kontrolę w sypialni?;Pikantne;NIE;TAK
pik026;Czy bycie zaskoczonym w sypialni sprawia Ci większą przyjemność niż planowanie?;Pikantne;NIE;TAK
pik027;Czy potrafisz otwarcie mówić o swoich granicach w intymności?;Pikantne;NIE;TAK
pik028;Czy potrafisz zbudować napięcie jednym gestem?;Pikantne;NIE;TAK
pik029;Czy jesteś otwarty na wspólne odkrywanie nowych fantazji?;Pikantne;NIE;TAK
pik030;Czy potrafisz wyczytać intencje z ciała drugiej osoby?;Pikantne;NIE;TAK
pik031;Czy lubisz eksperymentować z miejscem i czasem zbliżenia?;Pikantne;NIE;TAK
pik032;Czy przywiązanie emocjonalne zwiększa Twoje pożądanie?;Pikantne;NIE;TAK
pik033;Czy ważna jest dla Ciebie chemia fizyczna związku?;Pikantne;NIE;TAK
pik034;Czy potrafisz całkowicie poddać się drugiej osobie?;Pikantne;NIE;TAK
pik035;Czy Twoja wyobraźnia erotyczna zmienia się z czasem?;Pikantne;NIE;TAK
pik036;Czy Twoje fantazje są bardziej filmowe czy realistyczne?;Pikantne;FILMOWE;REALISTYCZNE
pik037;Jesteś bardziej dominujący czy uległy?;Pikantne;DOMINUJĄCY;ULEGŁY
pik038;Czy sytuacje „zakazane” bywają dla Ciebie bardziej ekscytujące?;Pikantne;NIE;TAK
pik039;Czy gra w dominację i uległość Cię intryguje?;Pikantne;NIE;TAK
pik040;Kto częściej zaczyna flirt - Ty czy druga osoba?;Pikantne;JA;DRUGA OSOBA
pik041;Czy lubisz, gdy partner przejmuje inicjatywę?;Pikantne;NIE;TAK
pik042;Czy flirtowanie w miejscu publicznym daje Ci dreszczyk emocji?;Pikantne;NIE;TAK
pik043;Czy Twoja wyobraźnia erotyczna bywa zaskakująca nawet dla Ciebie?;Pikantne;NIE;TAK
pik044;Myślisz, że ważniejsza jest długość czy technika?;Pikantne;DŁUGOŚĆ;TECHNIKA
pik045;Czy jesteś otwarty na próbowanie nowych rzeczy w łóżku?;Pikantne;NIE;TAK
pik046;Czy jesteś otwarty na niestandardowe formy intymności?;Pikantne;NIE;TAK
pik047;Czy lubisz grę wstępną dłuższą niż samo zbliżenie?;Pikantne;NIE;TAK
pik048;Czy lubisz budować napięcie zanim dojdzie do zbliżenia?;Pikantne;NIE;TAK
pik049;Czy czujesz się pewnie nago przy drugiej osobie?;Pikantne;NIE;TAK
pik050;Czy bliskość fizyczna buduje dla Ciebie emocjonalną więź?;Pikantne;NIE;TAK
pik051;Co ma dla Ciebie większe znaczenie w intymności - dotyk czy słowa?;Pikantne;DOTYK;SŁOWA
pik052;Czy ważna jest dla Ciebie estetyka w zbliżeniach?;Pikantne;NIE;TAK
pik053;Czy czujesz się pewnie rozmawiając o seksie?;Pikantne;NIE;TAK
pik054;Czy uważasz, że rozmowa po wszystkim jest równie ważna jak samo zbliżenie?;Pikantne;NIE;TAK
pre001;Jak bardzo lubiłeś spędzać czas na podwórku?;Przeszłość;NIE LUBIŁEM;LUBIŁEM
pre002;Jako dziecko byłeś bardziej niejadkiem czy wszystkożercą?;Przeszłość;NIEJADKIEM;WSZYSTKOŻERCĄ
pre003;Jak dobrze pamiętasz swoje ulubione smaki dzieciństwa?;Przeszłość;SŁABO;DOBRZE
pre004;Jak często się śmiałeś z kolegów lub koleżanek w szkole?;Przeszłość;NIGDY;CIĄGLE
pre005;Jak często pomagałeś w domu rodzeństwu?;Przeszłość;RZADKO;CZĘSTO
pre006;Jak często zdarzało Ci się śpiewać lub tańczyć jako dziecko?;Przeszłość;RZADKO;CZĘSTO
pre007;Lubiłeś uczyć się nowych rzeczy poza szkołą?;Przeszłość;NIE;TAK
pre008;Jak bardzo ceniłeś sobie wolny czas bez obowiązków?;Przeszłość;MAŁO;BARDZO
pre009;Czy pamiętasz swoją pierwszą wycieczkę szkolną?;Przeszłość;NIE;TAK
pre010;Lubiłeś brać udział w zabawach zespołowych?;Przeszłość;NIE;TAK
pre011;Czy miałeś problemy z nauczycielami lub wychowawcą?;Przeszłość;NIE;TAK
pre012;Na ile byłeś zadowolony ze swoich wyników w nauce?;Przeszłość;W OGÓLE;BARDZO
pre013;Lubiłeś pomagać nauczycielom w klasie?;Przeszłość;NIE;TAK
pre014;Czy lubiłeś odpowiadać przy tablicy w szkole?;Przeszłość;NIE;TAK
pre015;Czy miałeś w dzieciństwie przyjaciół, z którymi spędzałeś całe dnie?;Przeszłość;NIE;TAK
pre016;Czy byłeś bardziej spokojnym czy rozbrykanym dzieckiem?;Przeszłość;SPOKOJNYM;ROZBRYKANYM
